id,doc_name,text,req_doc_id
37-10.4,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Closed user groups,37
37-10.5,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Network selection,37
37-10.6,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Cell broadcast message identifiers,37
37-10.7,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Encryption and authentication,37
37-11,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Functional numbering and location dependent addressing,37
37-11.1,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Introduction,37
37-11.2,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Ground-train addressing,37
37-11.3,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Functional numbering,37
37-11.4,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Re-establishment of functional number correlation,37
37-11.5,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Presentation of functional identities,37
37-11.6,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Inter EIRENE network interfacing,37
37-11.7,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Location dependent addressing,37
37-11.8,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Calls from external networks to the EIRENE network,37
37-12,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Text messaging,37
37-12.1,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Introduction,37
37-12.2,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),System requirements,37
37-13,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Railway emergency calls,37
37-13.1,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Introduction,37
37-13.2,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Provision of Railway emergency calls,37
37-13.3,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Initiation of Railway emergency calls,37
37-13.4,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Receipt of Railway emergency calls,37
37-13.5,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Confirmation of Railway emergency calls,37
37-14,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Shunting mode,37
37-14.1,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Introduction,37
37-14.2,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),System requirements: Operational Radio,37
37-14.3,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),System requirements: Cab radio,37
37-14.4,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),System requirements: Operational radio and Cab radio,37
37-14.6,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Control of shunting group membership,37
37-14.7,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Link assurance signal,37
37-15,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Direct mode,37
37-15.1,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),Introduction,37
37-15.2,UIC Project EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE),System requirements,37
38-2,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Overall Description,38
38-2.3,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,User Classes and Characteristics,38
38-2.4,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Operating Environment,38
38-2.5,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Design and Implementation Constraints,38
38-2.6,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,User Documentation,38
38-3,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,System Features,38
38-3.1,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Database Management System,38
38-3.1.1,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Description and Priority,38
38-3.1.2,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Use Case Scenarios,38
38-3.1.3,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Functional Requirements,38
38-3.4,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Hardware requirements,38
38-3.5,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Software requirements,38
38-3.6,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Data migration to and retrieval from STEWARDS,38
38-3.6.1,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Quality A ssurance,38
38-3.6.2,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Populating data,38
38-3.6.3,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Updating Data,38
38-3.6.4,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Data derivation/ aggregation,38
38-4,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,External Interface Requirements,38
38-4.1,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,User Interfaces,38
38-4.2,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Hardware Interfaces,38
38-4.3,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Software Interfaces,38
38-4.4,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Communications Interfaces,38
38-5,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Other Nonfunctional Requirements,38
38-5.1,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Performance Requirements,38
38-5.2,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Safety Requirements,38
38-5.3,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Security Requirements,38
38-5.4,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Software Quality Attributes,38
38-6,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,System Detailed Specifications,38
38-6.1,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,General,38
38-6.2,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Reliability,38
38-6.3,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Page Design,38
38-6.4,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Navigation,38
38-6.5,Sustaining the Earth's Watersheds (STEWARDS) - Conservation Effects Assessment Project (CEAP) Data System Team,Messages,38
39-2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Overall Description,39
39-2.1,Wildlife Areas Habitat Conservation Plan Activities Management Application,Product Perspective,39
39-2.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Product Features,39
39-2.3,Wildlife Areas Habitat Conservation Plan Activities Management Application,User Classes and Characteristics,39
39-2.4,Wildlife Areas Habitat Conservation Plan Activities Management Application,Operating Environment,39
39-2.5,Wildlife Areas Habitat Conservation Plan Activities Management Application,Design and Implementation Constraints,39
39-2.6,Wildlife Areas Habitat Conservation Plan Activities Management Application,User Documentation and Technical Support,39
39-2.7,Wildlife Areas Habitat Conservation Plan Activities Management Application,Assumptions and Dependencies,39
39-2.8,Wildlife Areas Habitat Conservation Plan Activities Management Application,Transaction Environment,39
39-3,Wildlife Areas Habitat Conservation Plan Activities Management Application,Data Requirements,39
39-3.1,Wildlife Areas Habitat Conservation Plan Activities Management Application,Data Requirements,39
39-4,Wildlife Areas Habitat Conservation Plan Activities Management Application,Functional Requirements,39
39-4.1,Wildlife Areas Habitat Conservation Plan Activities Management Application,Create Activity Features,39
39-4.1.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Stimulus/Response Sequences,39
39-4.1.3,Wildlife Areas Habitat Conservation Plan Activities Management Application,Functional Requirements,39
39-4.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Edit Activity Features,39
39-4.2.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Stimulus/Response Sequences,39
39-4.2.3,Wildlife Areas Habitat Conservation Plan Activities Management Application,Functional Requirements,39
39-4.3,Wildlife Areas Habitat Conservation Plan Activities Management Application,Query Activity Features,39
39-4.3.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Stimulus/Response Sequences,39
39-4.3.3,Wildlife Areas Habitat Conservation Plan Activities Management Application,Functional Requirements,39
39-4.4,Wildlife Areas Habitat Conservation Plan Activities Management Application,Delete/Archive Activity Features,39
39-4.4.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Stimulus/Response Sequences,39
39-4.4.3,Wildlife Areas Habitat Conservation Plan Activities Management Application,Functional Requirements,39
39-4.5,Wildlife Areas Habitat Conservation Plan Activities Management Application,Navigation Features,39
39-4.5.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Stimulus/Response Sequences,39
39-4.5.3,Wildlife Areas Habitat Conservation Plan Activities Management Application,Functional Requirements,39
39-4.6,Wildlife Areas Habitat Conservation Plan Activities Management Application,Disconnect Activity Geodatabase,39
39-4.6.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Stimulus/Response Sequences,39
39-4.6.3,Wildlife Areas Habitat Conservation Plan Activities Management Application,Functional Requirements,39
39-4.7,Wildlife Areas Habitat Conservation Plan Activities Management Application,Reconnect Activity Geodatabase,39
39-4.7.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Stimulus/Response Sequences,39
39-4.7.3,Wildlife Areas Habitat Conservation Plan Activities Management Application,Functional Requirements,39
39-4.8,Wildlife Areas Habitat Conservation Plan Activities Management Application,Lookup Table Management,39
39-4.8.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Stimulus/Response Sequences,39
39-4.8.3,Wildlife Areas Habitat Conservation Plan Activities Management Application,Functional Requirements,39
39-5,Wildlife Areas Habitat Conservation Plan Activities Management Application,Non-functional Requirements,39
39-5.1,Wildlife Areas Habitat Conservation Plan Activities Management Application,User Interfaces,39
39-5.2,Wildlife Areas Habitat Conservation Plan Activities Management Application,Performance Requirements,39
40-3.,Marvel Electronics and Home Entertainment E-Store,Specific Requirements,40
40-3.1,Marvel Electronics and Home Entertainment E-Store,Functionality,40
40-3.1.1,Marvel Electronics and Home Entertainment E-Store,Sell Configured to Ordered Products,40
40-3.1.2,Marvel Electronics and Home Entertainment E-Store,Provide comprehensive product details,40
40-3.1.3,Marvel Electronics and Home Entertainment E-Store,Detailed product Categorizations,40
40-3.1.4,Marvel Electronics and Home Entertainment E-Store,Provide Search facility,40
40-3.1.5,Marvel Electronics and Home Entertainment E-Store,Maintain customer profile,40
40-3.1.6,Marvel Electronics and Home Entertainment E-Store,Provide personalized profile,40
40-3.1.7,Marvel Electronics and Home Entertainment E-Store,Provide Customer Support,40
40-3.1.8,Marvel Electronics and Home Entertainment E-Store,Email confirmation,40
40-3.1.9,Marvel Electronics and Home Entertainment E-Store,Detailed invoice for customer,40
40-3.1.10,Marvel Electronics and Home Entertainment E-Store,Provide shopping cart facility,40
40-3.1.11,Marvel Electronics and Home Entertainment E-Store,Provide multiple shipping methods,40
40-3.1.12,Marvel Electronics and Home Entertainment E-Store,Online tracking of shipments,40
40-3.1.13,Marvel Electronics and Home Entertainment E-Store,Provide online Tax Calculations,40
40-3.1.14,Marvel Electronics and Home Entertainment E-Store,Allow multiple payment methods,40
40-3.1.15,Marvel Electronics and Home Entertainment E-Store,Allow online change or cancellation of order,40
40-3.1.16,Marvel Electronics and Home Entertainment E-Store,Allow Online Product reviews and ratings,40
40-3.1.17,Marvel Electronics and Home Entertainment E-Store,Offer financing options,40
40-3.1.18,Marvel Electronics and Home Entertainment E-Store,Provide detailed sitemap,40
40-3.1.19,Marvel Electronics and Home Entertainment E-Store,Offer online promotions and rewards,40
40-3.1.20,Marvel Electronics and Home Entertainment E-Store,Online Purchase of products,40
40-3.2,Marvel Electronics and Home Entertainment E-Store,Usability,40
40-3.2.1,Marvel Electronics and Home Entertainment E-Store,Graphical User Interface,40
40-3.2.2,Marvel Electronics and Home Entertainment E-Store,Accessibility,40
40-3.3,Marvel Electronics and Home Entertainment E-Store,Reliability & Availability,40
40-3.3.1,Marvel Electronics and Home Entertainment E-Store,Back-end Internal Computers,40
40-3.3.2,Marvel Electronics and Home Entertainment E-Store,Internet Service Provider,40
40-3.4,Marvel Electronics and Home Entertainment E-Store,Performance,40
40-3.5,Marvel Electronics and Home Entertainment E-Store,Security,40
40-3.5.1,Marvel Electronics and Home Entertainment E-Store,Data Transfer,40
40-3.5.2,Marvel Electronics and Home Entertainment E-Store,Data Storage,40
40-3.6,Marvel Electronics and Home Entertainment E-Store,Supportability,40
40-3.6.1,Marvel Electronics and Home Entertainment E-Store,Configuration Management Tool,40
40-3.7,Marvel Electronics and Home Entertainment E-Store,Design Constraints,40
40-3.7.1,Marvel Electronics and Home Entertainment E-Store,Standard Development Tools,40
40-3.7.2,Marvel Electronics and Home Entertainment E-Store,Web Based Product,40
40-3.8,Marvel Electronics and Home Entertainment E-Store,On-line User Documentation and Help System Requirements,40
40-3.10,Marvel Electronics and Home Entertainment E-Store,Interfaces,40
40-3.10.1,Marvel Electronics and Home Entertainment E-Store,User Interfaces,40
40-3.10.2,Marvel Electronics and Home Entertainment E-Store,Hardware Interfaces,40
40-3.10.3,Marvel Electronics and Home Entertainment E-Store,Software Interfaces,40
40-3.10.4,Marvel Electronics and Home Entertainment E-Store,Communications Interfaces,40
40-3.12,Marvel Electronics and Home Entertainment E-Store,"Legal, Copyright, and Other Notices",40
41-2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Network requirements,41
41-2.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Voice services,41
41-2.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Data services,41
41-2.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Call related services,41
41-2.5,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Railway specific services,41
41-3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Network configuration,41
41-3.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Introduction,41
41-3.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Coverage and performance,41
41-3.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Network interconnection,41
41-3.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Call set-up time requirement,41
41-3.5,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Broadcast and group call areas,41
41-4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Mobile equipment core specification,41
41-4.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Introduction,41
41-4.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Environmental and physical requirements,41
41-5,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Cab radio,41
41-5.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Introduction,41
41-5.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Functional requirements,41
41-5.2.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Summary,41
41-5.2.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Driver call related functions,41
41-5.2.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Other driver-related functions,41
41-5.2.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Other Cab radio functions,41
41-5.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Environmental and physical requirements,41
41-5.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Driver man-machine interface,41
41-5.7,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Driver safety device interface,41
41-5.8,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Train-borne recorder,41
41-5.9,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Control/command interfaces,41
41-5.10,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Other interfaces,41
41-6,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,General purpose radio,41
41-6.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Functional requirements,41
41-6.2.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Summary,41
41-6.2.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Call related functions,41
41-6.2.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Other functions,41
41-6.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Environmental and physical requirements,41
41-6.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Man-machine interface,41
41-6.4.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,General,41
41-6.4.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Controls,41
41-6.4.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Indications,41
41-7,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Operational radio,41
41-7.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Introduction,41
41-7.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Operational radio functions,41
41-7.2.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Summary,41
41-7.2.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Call related functions,41
41-7.2.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Other functions,41
41-7.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Environmental and physical requirements,41
41-7.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Operational radio man-machine interface,41
41-8,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Controller equipment specifications,41
41-8.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,General,41
41-8.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Primary controller’s MMI,41
41-8.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Other controllers’ MMIs,41
41-8.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Controller terminal interface,41
41-8.5,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Environmental specification,41
41-9,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Numbering plan,41
41-9.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Numbering plan requirements,41
41-9.2.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,General,41
41-9.2.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Use of train number,41
41-9.2.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Use of engine/coach number,41
41-9.2.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,"Use of shunting team, maintenance team or controller number",41
41-9.2.5,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Use of group calls,41
41-9.2.6,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Use of alphanumerical numbers,41
41-9.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Telephone numbers,41
41-9.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Group numbers,41
41-9.5,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Calls from external networks to the EIRENE network,41
41-10,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Subscriber management,41
41-10.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Introduction,41
41-10.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Allocation of priorities,41
41-10.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Call restriction,41
41-10.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Group membership,41
41-10.5,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Network selection list,41
41-10.6,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Access matrix,41
41-11,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Functional numbering and location dependent addressing,41
41-11.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Functional addressing,41
41-11.2.1,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Principles,41
41-11.2.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Format of functional numbers,41
41-11.2.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Presentation of functional identity,41
41-11.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Functional addressing registration procedures principles,41
41-11.3.2,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Registration,41
41-11.3.3,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Deregistration,41
41-11.3.4,EUROPEAN INTEGRATED RAILWAY RADIO ENHANCED NETWORK (EIRENE) - UIC Project EIRENE Functional Requirements Specification,Re-registration,41
